sr,hr,skr,class_label,val
1.95,32.47,8.58,acoustic_guitar,0.0
10.0,189.84,7.63,ant,0.1
4.32,284.26,7.63,bench,0.06363636363636364
2.89,126.89,3.84,helmet,0.1222222222222222
3.37,158.37,10.0,bench,0.04545454545454546
8.11,189.84,5.74,desk_lamp,0.1263736263736264
4.32,48.21,6.68,acoustic_guitar,0.0
7.16,1.0,3.37,helmet,0.1
4.79,16.74,7.63,bench,0.03636363636363637
5.26,142.63,8.11,bench,0.06363636363636364
3.84,268.53,5.26,tv,0.015151515151515152
1.47,79.68,1.95,helmet,0.1222222222222222
6.21,79.68,5.26,desk_lamp,0.11538461538461538
7.16,205.58,5.74,tv,0.015151515151515152
10.0,284.26,4.32,bench,0.06363636363636364
2.42,16.74,4.32,tv,0.015151515151515152
7.16,300.0,3.84,ant,0.2
10.0,48.21,5.74,bench,0.04545454545454546
9.53,268.53,5.26,acoustic_guitar,0.0
9.53,221.32,1.47,bottle,0.24242424242424243
3.37,1.0,7.16,acoustic_guitar,0.0
4.32,237.05,1.0,helmet,0.15555555555555556
2.42,221.32,3.37,helmet,0.13333333333333333
3.37,268.53,9.05,desk_lamp,0.1043956043956044
6.68,48.21,1.47,ant,0.15
7.63,63.95,3.84,acoustic_guitar,0.0
10.0,16.74,10.0,ant,0.1
7.16,48.21,9.05,bottle,0.18939393939393936
2.89,1.0,7.16,desk_lamp,0.09340659340659342
3.84,268.53,9.53,ant,0.15
9.05,284.26,7.63,bench,0.05454545454545456
10.0,95.42,4.32,ant,0.15
1.47,158.37,9.05,tv,0.015151515151515152
7.16,79.68,6.21,acoustic_guitar,0.0
9.05,237.05,8.58,desk_lamp,0.12087912087912088
2.42,252.79,6.68,tv,0.015151515151515152
9.53,79.68,3.84,bottle,0.21212121212121213
5.74,63.95,8.11,acoustic_guitar,0.0
5.26,79.68,2.42,ant,0.15
5.26,95.42,1.47,desk_lamp,0.13186813186813187
8.11,205.58,9.05,bench,0.05454545454545456
7.16,79.68,4.79,bottle,0.2045454545454545
3.84,111.16,4.79,bench,0.05454545454545456
4.32,205.58,1.47,bottle,0.24242424242424243
5.74,32.47,8.11,ant,0.1
7.63,237.05,4.32,helmet,0.13333333333333333
6.21,237.05,9.05,bottle,0.21212121212121213
8.58,174.11,9.05,acoustic_guitar,0.0
5.74,268.53,4.79,acoustic_guitar,0.0
9.05,16.74,8.11,desk_lamp,0.09890109890109891
2.89,1.0,7.16,acoustic_guitar,0.0
3.37,16.74,9.05,tv,0.015151515151515152
1.47,252.79,8.58,acoustic_guitar,0.0
3.37,1.0,7.16,ant,0.1
1.47,1.0,2.42,bottle,0.1818181818181818
4.32,48.21,4.79,bench,0.04545454545454546
2.42,237.05,5.74,desk_lamp,0.13186813186813187
1.47,158.37,10.0,ant,0.2
5.74,111.16,4.32,desk_lamp,0.12087912087912088
2.42,300.0,5.26,helmet,0.1222222222222222
9.53,32.47,10.0,tv,0.015151515151515152
6.21,221.32,3.84,bench,0.06363636363636364
1.47,174.11,8.11,bottle,0.2045454545454545
8.58,205.58,2.42,acoustic_guitar,0.0
3.37,142.63,9.05,acoustic_guitar,0.0
4.79,174.11,8.58,ant,0.15
7.16,79.68,5.26,acoustic_guitar,0.0
3.37,205.58,10.0,ant,0.2
3.37,268.53,5.74,bench,0.07272727272727274
9.05,189.84,3.37,acoustic_guitar,0.0
10.0,300.0,9.05,desk_lamp,0.12087912087912088
7.63,95.42,7.16,helmet,0.09999999999999999
8.58,221.32,1.47,bench,0.08181818181818182
6.68,237.05,3.37,bench,0.06363636363636364
7.63,63.95,9.53,bench,0.04545454545454546
7.63,79.68,2.89,bottle,0.21212121212121213
1.95,79.68,4.79,bottle,0.2045454545454545
3.37,237.05,5.26,ant,0.15
8.58,300.0,4.79,tv,0.015151515151515152
3.84,237.05,9.05,tv,0.015151515151515152
8.11,237.05,9.05,helmet,0.11111111111111109
2.89,189.84,7.63,desk_lamp,0.1043956043956044
1.0,95.42,2.89,acoustic_guitar,0.0
5.74,268.53,4.79,desk_lamp,0.14285714285714288
8.11,79.68,9.53,helmet,0.09999999999999999
7.16,1.0,1.95,acoustic_guitar,0.0
8.11,79.68,1.47,acoustic_guitar,0.0
1.0,300.0,5.26,desk_lamp,0.13736263736263735
3.84,16.74,2.42,tv,0.015151515151515152
7.63,79.68,10.0,acoustic_guitar,0.0
1.47,79.68,6.21,desk_lamp,0.09340659340659342
10.0,221.32,5.26,ant,0.2
10.0,126.89,9.53,bench,0.05454545454545456
6.21,221.32,6.68,ant,0.2
9.05,158.37,8.11,helmet,0.11111111111111109
9.53,32.47,3.84,helmet,0.11111111111111109
1.47,142.63,1.47,helmet,0.15555555555555553
9.53,16.74,1.0,helmet,0.14444444444444443
7.63,16.74,8.11,desk_lamp,0.09890109890109891
6.68,111.16,1.95,tv,0.022727272727272724
1.47,158.37,9.53,helmet,0.09999999999999999
6.68,189.84,3.84,tv,0.015151515151515152
8.11,205.58,9.53,desk_lamp,0.12087912087912087
10.0,79.68,5.74,bench,0.04545454545454546
7.16,79.68,3.37,bench,0.05454545454545456
8.58,205.58,3.37,bottle,0.25
9.05,95.42,3.84,ant,0.15
5.26,79.68,3.37,acoustic_guitar,0.0
5.74,142.63,9.05,desk_lamp,0.11538461538461539
4.32,16.74,10.0,bench,0.04545454545454546
9.53,252.79,9.53,tv,0.015151515151515152
10.0,32.47,4.79,tv,0.015151515151515152
4.79,284.26,4.79,bottle,0.24242424242424243
2.89,142.63,1.0,helmet,0.16666666666666669
8.58,79.68,1.95,acoustic_guitar,0.0
1.95,189.84,4.32,bottle,0.23484848484848486
10.0,142.63,7.63,ant,0.1
7.63,95.42,1.0,helmet,0.14444444444444443
1.0,189.84,9.53,ant,0.2
1.0,300.0,6.21,bottle,0.23484848484848486
1.0,32.47,1.47,bottle,0.21212121212121213
7.16,205.58,5.26,acoustic_guitar,0.0
2.89,252.79,10.0,ant,0.15
2.42,252.79,6.68,bench,0.05454545454545456
4.79,79.68,4.32,ant,0.1
7.16,142.63,5.26,acoustic_guitar,0.0
7.63,95.42,1.0,bottle,0.2651515151515151
4.32,32.47,4.32,helmet,0.09999999999999999
9.53,300.0,6.68,helmet,0.1222222222222222
5.26,205.58,5.74,ant,0.2
4.32,174.11,1.0,bottle,0.23484848484848483
3.84,32.47,3.84,ant,0.1
8.11,205.58,9.53,bottle,0.21212121212121213
9.05,205.58,2.89,tv,0.022727272727272724
1.47,48.21,9.53,bottle,0.17424242424242423
3.84,268.53,3.37,helmet,0.15555555555555553
4.32,79.68,1.47,bench,0.07272727272727274
7.63,16.74,8.58,bench,0.04545454545454546
5.26,252.79,9.05,bottle,0.21212121212121213
4.79,142.63,4.32,ant,0.2
8.58,48.21,5.26,ant,0.1
3.84,205.58,9.53,bench,0.06363636363636364
1.0,174.11,5.74,bottle,0.21212121212121213
9.53,221.32,1.47,desk_lamp,0.12637362637362637
8.58,174.11,6.68,tv,0.015151515151515152
2.89,48.21,10.0,acoustic_guitar,0.0
9.05,284.26,6.68,tv,0.015151515151515152
4.79,174.11,8.58,bench,0.06363636363636364
4.32,300.0,1.95,acoustic_guitar,0.0
6.68,268.53,7.16,ant,0.2
9.05,48.21,5.74,desk_lamp,0.11538461538461538
3.37,174.11,3.84,bench,0.06363636363636364
9.05,126.89,7.16,desk_lamp,0.11538461538461538
2.89,268.53,6.68,ant,0.15
1.0,174.11,5.74,tv,0.015151515151515152
6.68,79.68,8.58,helmet,0.09999999999999999
6.21,142.63,8.58,acoustic_guitar,0.0
1.47,284.26,9.53,ant,0.15
5.74,79.68,6.68,helmet,0.09999999999999999
1.95,79.68,1.47,bottle,0.24242424242424243
4.32,189.84,5.74,ant,0.2
6.68,189.84,8.11,acoustic_guitar,0.0
5.26,252.79,5.74,tv,0.015151515151515152
2.42,95.42,5.74,bottle,0.2045454545454545
1.47,63.95,5.26,ant,0.2
5.74,48.21,4.32,bench,0.04545454545454546
1.95,158.37,3.37,helmet,0.13333333333333333
4.79,268.53,7.16,acoustic_guitar,0.0
1.47,63.95,3.37,bottle,0.2045454545454545
2.42,205.58,5.26,desk_lamp,0.13186813186813187
1.47,237.05,1.0,acoustic_guitar,0.0
8.58,237.05,10.0,bottle,0.21212121212121213
8.58,1.0,2.89,tv,0.015151515151515152
1.47,48.21,6.68,bench,0.04545454545454546
2.89,48.21,10.0,ant,0.2
3.37,268.53,9.05,ant,0.15
1.47,158.37,2.89,desk_lamp,0.13186813186813187
1.0,142.63,8.58,bench,0.04545454545454546
8.58,48.21,2.89,helmet,0.11111111111111109
2.42,95.42,4.79,acoustic_guitar,0.0
8.58,300.0,9.53,bottle,0.2196969696969697
6.68,237.05,3.84,tv,0.015151515151515152
8.11,79.68,9.53,bench,0.04545454545454546
4.32,111.16,3.37,ant,0.2
8.58,32.47,7.63,bench,0.04545454545454546
9.53,32.47,2.42,ant,0.1
8.58,284.26,3.37,desk_lamp,0.14285714285714288
1.0,205.58,8.11,desk_lamp,0.09340659340659342
7.16,95.42,4.32,bench,0.05454545454545456
3.37,205.58,3.84,helmet,0.13333333333333333
8.58,126.89,8.58,tv,0.015151515151515152
9.05,16.74,7.16,acoustic_guitar,0.0
6.68,189.84,8.11,ant,0.15
3.84,189.84,4.79,acoustic_guitar,0.0
5.74,189.84,4.79,desk_lamp,0.13186813186813187
5.74,32.47,5.74,bottle,0.18939393939393936
1.47,158.37,5.26,helmet,0.11111111111111112
4.79,268.53,9.53,tv,0.015151515151515152
8.58,111.16,5.26,tv,0.015151515151515152
7.16,95.42,4.32,helmet,0.1222222222222222
4.32,32.47,8.58,helmet,0.09999999999999999
9.53,63.95,10.0,helmet,0.09999999999999999
7.16,174.11,1.0,desk_lamp,0.13736263736263737
1.0,95.42,1.95,bench,0.05454545454545456
7.16,1.0,1.95,bench,0.05454545454545456
2.42,205.58,2.89,acoustic_guitar,0.0
7.63,1.0,3.37,bench,0.05454545454545456
5.74,16.74,9.05,helmet,0.09999999999999999
5.26,79.68,3.37,desk_lamp,0.11538461538461538
2.42,63.95,3.84,helmet,0.09999999999999999
8.11,48.21,7.63,desk_lamp,0.1098901098901099
9.53,63.95,10.0,bottle,0.18939393939393936
4.79,79.68,4.32,tv,0.015151515151515152
1.47,205.58,9.05,tv,0.015151515151515152
6.21,95.42,9.53,bench,0.04545454545454546
8.11,63.95,2.89,desk_lamp,0.11538461538461538
6.21,284.26,3.84,ant,0.2
8.58,252.79,1.0,bottle,0.2272727272727273
10.0,95.42,8.11,acoustic_guitar,0.0
10.0,142.63,3.84,tv,0.015151515151515152
3.84,63.95,2.42,helmet,0.1222222222222222
4.79,48.21,6.68,bottle,0.19696969696969693
9.05,16.74,7.16,desk_lamp,0.10439560439560439
3.84,16.74,9.05,desk_lamp,0.09340659340659342
6.68,268.53,7.16,tv,0.015151515151515152
2.89,63.95,5.74,bottle,0.2045454545454545
2.89,300.0,10.0,bottle,0.21212121212121213
7.63,284.26,9.05,helmet,0.1222222222222222
3.37,268.53,6.21,bottle,0.23484848484848486
4.32,48.21,10.0,tv,0.015151515151515152
2.42,79.68,1.0,desk_lamp,0.14285714285714288
5.74,189.84,1.0,bottle,0.22727272727272727
3.37,300.0,5.26,tv,0.015151515151515152
5.26,63.95,7.16,desk_lamp,0.1043956043956044
1.95,32.47,1.47,desk_lamp,0.11538461538461538
7.63,95.42,3.37,acoustic_guitar,0.0
8.11,205.58,2.42,acoustic_guitar,0.0
3.37,189.84,1.47,bottle,0.23484848484848486
7.16,252.79,10.0,desk_lamp,0.12087912087912087
5.26,1.0,9.53,bottle,0.1818181818181818
5.74,142.63,9.05,acoustic_guitar,0.0
4.79,158.37,10.0,desk_lamp,0.10989010989010987
3.84,237.05,5.26,helmet,0.13333333333333333
3.84,252.79,6.68,desk_lamp,0.13186813186813187
2.89,16.74,6.68,bottle,0.1818181818181818
3.84,252.79,8.11,bench,0.06363636363636364
5.74,300.0,5.26,ant,0.2
2.89,158.37,6.21,bench,0.06363636363636364
7.16,205.58,5.26,bench,0.05454545454545456
7.63,79.68,7.16,bench,0.04545454545454546
2.42,126.89,7.16,bench,0.04545454545454546
6.68,189.84,3.84,ant,0.25
2.42,79.68,5.74,bench,0.04545454545454546
1.47,63.95,3.37,bench,0.05454545454545456
3.84,111.16,5.74,tv,0.015151515151515152
8.11,95.42,4.32,tv,0.015151515151515152
9.05,1.0,4.32,acoustic_guitar,0.0
3.84,158.37,2.42,helmet,0.14444444444444443
4.32,284.26,7.63,tv,0.015151515151515152
4.32,16.74,10.0,ant,0.15
10.0,1.0,10.0,desk_lamp,0.09340659340659341
7.16,79.68,5.26,ant,0.1
2.89,268.53,4.79,bench,0.06363636363636364
3.84,63.95,8.58,tv,0.015151515151515152
4.79,48.21,3.84,bottle,0.19696969696969693
3.84,79.68,6.68,desk_lamp,0.0989010989010989
4.32,48.21,6.68,ant,0.1
1.0,284.26,1.0,helmet,0.14444444444444443
2.89,205.58,4.32,bottle,0.24242424242424243
6.68,284.26,1.0,acoustic_guitar,0.0
3.37,300.0,5.26,ant,0.2
2.89,79.68,1.47,bench,0.06363636363636364
9.53,268.53,5.26,ant,0.2
8.58,79.68,7.16,tv,0.015151515151515152
3.84,189.84,4.79,bench,0.06363636363636364
7.16,95.42,6.68,helmet,0.09999999999999999
6.21,79.68,2.89,bench,0.05454545454545456
8.11,79.68,1.47,ant,0.15
7.63,79.68,10.0,ant,0.1
7.63,16.74,8.58,ant,0.1
6.68,79.68,8.58,bottle,0.19696969696969693
8.58,79.68,7.16,acoustic_guitar,0.0
1.0,48.21,4.32,bench,0.04545454545454546
3.84,16.74,3.84,desk_lamp,0.09890109890109891
9.53,300.0,6.68,bottle,0.24242424242424243
1.95,174.11,8.58,bench,0.04545454545454546
6.21,268.53,2.89,tv,0.030303030303030304
1.47,1.0,2.42,helmet,0.08888888888888888
5.74,252.79,8.58,helmet,0.11111111111111112
1.0,189.84,4.79,desk_lamp,0.12087912087912087
4.32,48.21,2.42,desk_lamp,0.11538461538461538
8.11,32.47,2.42,helmet,0.09999999999999999
1.95,189.84,6.21,tv,0.015151515151515152
5.74,63.95,8.11,ant,0.1
6.21,79.68,2.42,tv,0.015151515151515152
7.63,252.79,7.63,desk_lamp,0.1263736263736264
9.53,268.53,5.26,tv,0.015151515151515152
7.16,189.84,6.68,helmet,0.11111111111111109
2.42,252.79,6.68,ant,0.15
6.68,221.32,5.74,helmet,0.11111111111111109
6.21,221.32,3.84,tv,0.015151515151515152
5.26,237.05,2.89,bottle,0.25757575757575757
4.79,111.16,10.0,desk_lamp,0.0989010989010989
2.89,221.32,3.37,helmet,0.13333333333333333
3.37,158.37,6.68,acoustic_guitar,0.0
5.26,189.84,2.42,bench,0.06363636363636364
3.84,189.84,5.26,helmet,0.1222222222222222
1.47,126.89,1.47,bench,0.05454545454545456
2.89,221.32,3.37,bottle,0.23484848484848486
4.32,158.37,7.63,ant,0.15
7.63,221.32,2.89,bottle,0.25757575757575757
8.58,205.58,2.42,ant,0.15
6.21,79.68,5.26,acoustic_guitar,0.0
5.26,268.53,10.0,tv,0.015151515151515152
5.74,174.11,1.95,desk_lamp,0.14285714285714288
1.95,1.0,2.89,bench,0.03636363636363637
2.89,142.63,8.11,tv,0.015151515151515152
3.37,142.63,4.79,bench,0.06363636363636364
1.47,63.95,8.58,bench,0.04545454545454546
5.74,79.68,6.68,acoustic_guitar,0.0
4.32,221.32,8.58,bench,0.06363636363636364
6.21,111.16,6.68,bottle,0.2045454545454545
8.11,79.68,1.95,desk_lamp,0.12637362637362634
10.0,252.79,3.84,desk_lamp,0.13736263736263735
1.47,48.21,6.68,helmet,0.08888888888888888
8.11,63.95,3.84,bench,0.04545454545454546
8.58,174.11,1.47,bench,0.09090909090909091
1.0,95.42,2.89,ant,0.15
7.16,174.11,5.26,helmet,0.11111111111111109
3.37,16.74,3.37,desk_lamp,0.09890109890109891
2.89,16.74,3.84,desk_lamp,0.0989010989010989
6.68,111.16,1.47,bottle,0.25757575757575757
6.68,16.74,9.05,bottle,0.1818181818181818
3.84,284.26,4.79,bottle,0.24242424242424243
9.53,63.95,7.63,bench,0.04545454545454546
6.21,63.95,7.16,helmet,0.09999999999999999
9.53,252.79,9.05,acoustic_guitar,0.0
5.74,63.95,9.53,bottle,0.18939393939393936
6.21,237.05,9.05,helmet,0.11111111111111112
8.11,79.68,8.11,tv,0.015151515151515152
8.58,174.11,1.47,desk_lamp,0.14285714285714285
8.58,268.53,7.63,helmet,0.11111111111111109
2.42,1.0,1.0,bench,0.05454545454545456
9.05,63.95,9.05,desk_lamp,0.1098901098901099
8.58,300.0,1.47,helmet,0.15555555555555556
3.84,32.47,8.11,acoustic_guitar,0.0
9.53,237.05,5.74,desk_lamp,0.13186813186813187
7.63,126.89,6.68,bottle,0.2045454545454545
3.84,79.68,1.0,helmet,0.16666666666666669
1.47,158.37,9.53,desk_lamp,0.09340659340659342
6.21,32.47,2.42,tv,0.015151515151515152
1.47,111.16,2.42,acoustic_guitar,0.0
5.74,48.21,7.63,helmet,0.09999999999999999
7.63,237.05,4.32,acoustic_guitar,0.0
3.37,142.63,9.53,desk_lamp,0.0989010989010989
6.68,48.21,1.47,acoustic_guitar,0.0
1.0,48.21,9.05,desk_lamp,0.08241758241758242
8.11,1.0,1.47,desk_lamp,0.11538461538461538
5.74,79.68,9.05,ant,0.1
3.37,1.0,2.89,desk_lamp,0.09890109890109891
6.21,237.05,2.89,tv,0.030303030303030304
10.0,79.68,4.32,acoustic_guitar,0.0
1.0,300.0,6.21,helmet,0.1222222222222222
5.26,79.68,3.37,ant,0.15
5.74,221.32,3.84,desk_lamp,0.14285714285714288
7.63,63.95,3.84,desk_lamp,0.11538461538461538
8.58,1.0,2.42,bottle,0.18939393939393936
9.53,252.79,9.05,ant,0.2
6.68,205.58,9.53,desk_lamp,0.12087912087912087
5.74,16.74,6.21,tv,0.015151515151515152
3.37,252.79,6.68,desk_lamp,0.13186813186813187
7.16,79.68,6.21,desk_lamp,0.11538461538461538
5.74,16.74,6.21,bench,0.04545454545454546
8.58,284.26,3.84,tv,0.030303030303030304
10.0,32.47,4.79,ant,0.1
7.63,284.26,4.79,helmet,0.13333333333333333
8.58,268.53,8.58,helmet,0.11111111111111109
9.05,16.74,7.16,ant,0.1
10.0,268.53,9.53,desk_lamp,0.12087912087912088
7.16,95.42,8.11,acoustic_guitar,0.0
3.84,174.11,4.79,desk_lamp,0.12637362637362637
8.58,237.05,8.11,bottle,0.21212121212121213
9.53,79.68,5.26,tv,0.015151515151515152
4.32,205.58,1.95,bottle,0.24242424242424243
2.42,79.68,1.0,ant,0.15
4.32,237.05,5.74,helmet,0.1222222222222222
1.0,284.26,2.42,bench,0.06363636363636363
6.68,48.21,6.21,tv,0.015151515151515152
6.68,32.47,7.16,acoustic_guitar,0.0
6.21,237.05,2.89,helmet,0.13333333333333333
4.79,174.11,8.58,tv,0.015151515151515152
1.47,32.47,4.79,acoustic_guitar,0.0
10.0,79.68,4.32,ant,0.15
8.58,126.89,1.95,bottle,0.26515151515151514
8.58,142.63,7.16,ant,0.1
5.26,63.95,8.11,bottle,0.19696969696969693
5.74,252.79,2.42,desk_lamp,0.13736263736263737
4.79,284.26,2.42,helmet,0.15555555555555556
8.11,221.32,6.68,acoustic_guitar,0.0
1.47,63.95,3.37,helmet,0.09999999999999999
7.63,111.16,1.0,tv,0.03787878787878788
1.0,268.53,2.42,bottle,0.21212121212121213
3.37,48.21,2.89,desk_lamp,0.11538461538461538
2.89,300.0,5.26,acoustic_guitar,0.0
10.0,95.42,8.11,ant,0.1
3.37,252.79,6.68,bottle,0.2196969696969697
8.58,268.53,3.37,bottle,0.26515151515151514
6.68,63.95,1.47,bottle,0.2424242424242424
5.74,111.16,5.26,bench,0.05454545454545456
2.42,48.21,1.95,ant,0.1
9.53,300.0,10.0,desk_lamp,0.13186813186813187
7.63,205.58,6.68,acoustic_guitar,0.0
6.21,142.63,8.58,ant,0.15
1.95,252.79,9.05,acoustic_guitar,0.0
8.58,79.68,1.47,desk_lamp,0.13736263736263735
5.26,189.84,4.79,helmet,0.11111111111111109
10.0,48.21,5.74,tv,0.015151515151515152
4.32,32.47,4.32,bottle,0.19696969696969693
2.42,284.26,1.95,ant,0.2
8.58,221.32,3.84,bench,0.06363636363636364
6.68,111.16,5.74,tv,0.015151515151515152
7.16,300.0,1.95,desk_lamp,0.12637362637362634
8.11,237.05,1.0,bench,0.09090909090909091
3.84,252.79,2.89,acoustic_guitar,0.0
1.47,237.05,1.0,ant,0.15
7.63,268.53,7.16,bottle,0.23484848484848486
2.42,63.95,1.0,bench,0.06363636363636364
4.79,126.89,7.63,tv,0.015151515151515152
1.47,284.26,9.53,bottle,0.21212121212121213
1.95,79.68,1.47,bench,0.06363636363636364
9.53,300.0,10.0,acoustic_guitar,0.0
6.21,79.68,5.26,bench,0.05454545454545456
8.58,174.11,7.63,desk_lamp,0.11538461538461538
1.47,142.63,4.32,acoustic_guitar,0.0
2.42,16.74,4.32,bottle,0.1818181818181818
5.74,205.58,4.79,tv,0.015151515151515152
9.53,300.0,8.58,bottle,0.2272727272727273
3.84,252.79,3.37,acoustic_guitar,0.0
1.0,205.58,7.16,bench,0.06363636363636364
2.42,142.63,6.68,bench,0.05454545454545456
8.58,1.0,3.84,acoustic_guitar,0.0
3.84,189.84,4.79,ant,0.2
3.37,111.16,3.37,acoustic_guitar,0.0
8.58,221.32,5.26,helmet,0.1222222222222222
6.21,205.58,8.11,helmet,0.11111111111111109
1.47,158.37,5.26,desk_lamp,0.10989010989010987
1.95,252.79,9.05,ant,0.15
1.0,126.89,6.21,acoustic_guitar,0.0
9.53,142.63,5.74,helmet,0.1222222222222222
3.84,252.79,7.63,bottle,0.21212121212121213
6.21,221.32,4.32,desk_lamp,0.14285714285714288
2.42,268.53,9.53,desk_lamp,0.1043956043956044
1.47,158.37,9.05,bottle,0.2045454545454545
8.58,221.32,5.26,bottle,0.23484848484848486
6.21,221.32,6.68,bench,0.05454545454545456
6.21,111.16,8.11,bench,0.05454545454545456
2.89,16.74,4.32,tv,0.015151515151515152
7.63,142.63,2.42,bench,0.07272727272727274
1.47,252.79,5.26,bench,0.05454545454545456
8.58,95.42,10.0,tv,0.015151515151515152
6.21,300.0,9.05,acoustic_guitar,0.0
8.11,189.84,5.74,acoustic_guitar,0.0
6.68,284.26,1.0,ant,0.15
2.42,95.42,5.74,helmet,0.09999999999999999
5.74,300.0,8.11,desk_lamp,0.12637362637362637
8.58,79.68,1.95,desk_lamp,0.13736263736263737
9.53,142.63,5.74,bottle,0.21212121212121213
2.42,63.95,3.84,desk_lamp,0.11538461538461539
7.16,48.21,1.0,bench,0.08181818181818183
7.16,189.84,6.68,acoustic_guitar,0.0
1.47,79.68,5.74,bottle,0.19696969696969693
4.32,205.58,4.79,helmet,0.11111111111111109
6.68,252.79,4.32,acoustic_guitar,0.0
7.63,16.74,9.05,desk_lamp,0.1043956043956044
8.58,221.32,1.47,tv,0.03787878787878788
5.26,189.84,2.42,ant,0.2
1.95,158.37,3.84,bench,0.06363636363636364
1.95,32.47,6.68,helmet,0.08888888888888888
8.58,189.84,1.0,helmet,0.14444444444444443
2.42,189.84,8.58,tv,0.015151515151515152
6.21,63.95,9.05,helmet,0.09999999999999999
4.79,95.42,2.89,ant,0.2
7.63,142.63,6.68,ant,0.1
10.0,142.63,3.84,bottle,0.22727272727272727
1.47,32.47,4.79,bench,0.04545454545454546
1.47,95.42,9.05,bench,0.04545454545454546
1.95,16.74,8.11,helmet,0.08888888888888888
1.95,32.47,6.68,bottle,0.17424242424242423
7.16,284.26,1.95,bench,0.08181818181818182
4.32,189.84,5.74,tv,0.015151515151515152
7.16,205.58,5.26,tv,0.015151515151515152
2.89,205.58,7.63,helmet,0.12222222222222223
1.0,237.05,8.58,desk_lamp,0.1043956043956044
4.79,158.37,10.0,acoustic_guitar,0.0
2.42,126.89,7.16,tv,0.015151515151515152
1.47,252.79,6.21,ant,0.15
3.37,189.84,3.37,tv,0.015151515151515152
3.37,48.21,9.53,helmet,0.08888888888888888
8.11,205.58,2.42,ant,0.15
4.79,16.74,7.16,tv,0.015151515151515152
5.74,32.47,5.74,helmet,0.09999999999999999
8.11,1.0,5.74,helmet,0.08888888888888888
9.05,284.26,7.63,tv,0.015151515151515152
6.68,158.37,4.79,desk_lamp,0.1263736263736264
1.95,1.0,7.63,tv,0.015151515151515152
2.89,252.79,10.0,helmet,0.11111111111111112
3.37,158.37,6.68,ant,0.15
7.63,1.0,2.42,helmet,0.09999999999999999
1.0,32.47,8.58,ant,0.2
7.63,32.47,8.58,bottle,0.1818181818181818
3.84,252.79,10.0,bench,0.06363636363636364
10.0,79.68,1.47,bottle,0.24999999999999997
3.84,205.58,2.42,bottle,0.25757575757575757
1.0,95.42,1.95,tv,0.015151515151515152
9.05,126.89,10.0,helmet,0.09999999999999999
9.05,1.0,4.32,ant,0.1
1.0,284.26,4.79,bench,0.04545454545454546
6.68,268.53,2.89,bottle,0.26515151515151514
1.95,284.26,4.79,bench,0.05454545454545456
10.0,237.05,4.79,acoustic_guitar,0.0
3.84,16.74,2.42,bottle,0.19696969696969693
6.21,79.68,5.26,ant,0.1
3.84,268.53,5.26,helmet,0.13333333333333333
5.26,16.74,3.37,tv,0.015151515151515152
1.47,111.16,5.26,desk_lamp,0.0989010989010989
1.47,126.89,7.63,bottle,0.2045454545454545
10.0,16.74,10.0,tv,0.015151515151515152
2.89,48.21,5.74,bench,0.04545454545454546
7.63,95.42,5.26,acoustic_guitar,0.0
1.47,174.11,8.11,helmet,0.09999999999999999
7.63,300.0,1.47,helmet,0.15555555555555556
7.16,48.21,9.05,desk_lamp,0.1043956043956044
5.74,189.84,5.74,acoustic_guitar,0.0
3.84,63.95,7.16,bench,0.04545454545454546
3.37,252.79,3.84,desk_lamp,0.13186813186813187
6.21,174.11,2.42,tv,0.030303030303030304
9.05,205.58,3.84,bench,0.06363636363636364
6.68,111.16,1.95,bottle,0.25
3.84,126.89,8.58,acoustic_guitar,0.0
1.0,252.79,5.74,desk_lamp,0.13186813186813187
9.05,174.11,6.21,helmet,0.11111111111111109
8.58,16.74,5.74,acoustic_guitar,0.0
1.0,48.21,4.32,tv,0.015151515151515152
3.84,48.21,1.95,acoustic_guitar,0.0
4.79,32.47,4.32,tv,0.015151515151515152
3.37,48.21,2.89,acoustic_guitar,0.0
5.74,158.37,3.37,bottle,0.24242424242424243
6.21,32.47,2.42,bench,0.05454545454545456
5.26,1.0,9.53,helmet,0.08888888888888888
7.63,63.95,9.53,tv,0.015151515151515152
4.32,237.05,5.74,bottle,0.2272727272727273
4.79,268.53,6.68,desk_lamp,0.13736263736263735
1.95,158.37,3.37,acoustic_guitar,0.0
7.16,79.68,4.79,desk_lamp,0.11538461538461538
3.37,268.53,6.21,helmet,0.1222222222222222
4.32,16.74,8.11,bench,0.04545454545454546
5.26,189.84,2.42,tv,0.030303030303030304
2.42,1.0,10.0,desk_lamp,0.08241758241758244
7.16,48.21,4.32,bench,0.04545454545454546
6.68,284.26,6.68,bench,0.06363636363636364
2.42,158.37,5.74,bench,0.06363636363636364
10.0,32.47,8.58,desk_lamp,0.1098901098901099
9.05,205.58,3.84,acoustic_guitar,0.0
1.0,268.53,5.74,bottle,0.23484848484848486
3.84,237.05,5.26,acoustic_guitar,0.0
9.53,48.21,10.0,desk_lamp,0.09890109890109891
1.0,111.16,6.68,desk_lamp,0.09340659340659342
8.58,221.32,2.42,desk_lamp,0.14835164835164835
8.58,1.0,3.84,bench,0.05454545454545456
6.21,174.11,7.16,desk_lamp,0.12087912087912087
6.68,16.74,1.47,desk_lamp,0.12087912087912088
4.79,79.68,2.42,bottle,0.21212121212121213
8.58,63.95,6.21,bottle,0.19696969696969693
